x,y,t
-3665,-4493,1734032326.196604
-3655,-4474,1734032326.238606
-3645,-4456,1734032326.2826042
-3645,-4436,1734032326.3236063
-3645,-4422,1734032326.672604
-3645,-4407,1734032326.7586048
-3663,-4502,1734032326.8016055
-3653,-4488,1734032327.017607
-3643,-4471,1734032327.0646057
-3633,-4453,1734032327.1086051
-3623,-4432,1734032327.1506062
-3613,-4412,1734032327.1976058
-3603,-4394,1734032327.2416065
-3613,-4380,1734032327.7166033
-3613,-4366,1734032329.0186067
-3623,-4351,1734032329.1066053
-3633,-4337,1734032329.1506033
-3649,-4432,1734032343.568632
-3665,-4527,1734032348.2136517
-3682,-4622,1734032348.5996518
-3701,-4717,1734032348.6416512
-3717,-4812,1734032348.7736528
-3741,-4907,1734032348.8166504
-3767,-5002,1734032348.9496515
-3757,-4987,1734032348.9916503
-3747,-4969,1734032349.03565
-3747,-4950,1734032349.0826519
-3737,-4926,1734032349.1246502
-3737,-4901,1734032349.1676521
-3747,-4878,1734032349.2106519
-3747,-4856,1734032349.2536516
-3757,-4835,1734032349.2996514
-3757,-4817,1734032349.3416517
-3757,-4797,1734032349.3856506
-3767,-4779,1734032349.4306512
-3767,-4761,1734032349.4736524
-3767,-4744,1734032349.5176518
-3767,-4728,1734032349.564651
-3790,-4823,1734032349.6076524
-3813,-4918,1734032349.650651
-3837,-5013,1734032349.697651
-3860,-5108,1734032349.7426512
-3881,-5203,1734032349.7856512
-3902,-5298,1734032349.827652
-3892,-5277,1734032349.8706508
-3882,-5254,1734032349.9156513
-3872,-5220,1734032349.9576502
-3862,-5185,1734032350.0016503
-3849,-5146,1734032350.0476508
-3839,-5107,1734032350.0896504
-3829,-5063,1734032350.132651
-3819,-5022,1734032350.1746516
-3809,-4985,1734032350.2166514
-3799,-4949,1734032350.2606516
-3789,-4917,1734032350.303651
-3779,-4889,1734032350.3497026
-3769,-4864,1734032350.3947127
-3759,-4840,1734032350.437715
-3749,-4821,1734032350.4847126
-3739,-4803,1734032350.5277123
-3739,-4785,1734032350.5707166
-3729,-4768,1734032350.6157155
-3729,-4754,1734032350.6577163
-3752,-4849,1734032350.7017133
-3775,-4944,1734032350.7477136
-3785,-4930,1734032350.7897146
-3785,-4914,1734032350.8777127
-3785,-4896,1734032350.9197164
-3785,-4875,1734032350.9657152
-3785,-4851,1734032351.008712
-3785,-4830,1734032351.0527308
-3775,-4811,1734032351.0987313
-3765,-4793,1734032351.140732
-3755,-4779,1734032351.183729
-3745,-4763,1734032351.229732
-3735,-4747,1734032351.3157318
-3725,-4733,1734032351.402729
-3735,-4719,1734032351.448732
-3757,-4814,1734032351.5357313
-3757,-4800,1734032351.580729
-3781,-4895,1734032351.6237302
-3771,-4881,1734032351.7537336
-3771,-4867,1734032351.798731
-3771,-4848,1734032351.8397336
