x,y,t
-1589,-1091,1733513886.0115316
-1589,-1105,1733513886.0525517
-1599,-1123,1733513886.0965416
-1609,-1141,1733513886.1385422
-1609,-1157,1733513886.1835418
-1609,-1173,1733513886.2265418
-1619,-1188,1733513886.270542
-1629,-1203,1733513886.312542
-1639,-1219,1733513886.3535419
-1639,-1235,1733513886.3965416
-1629,-1252,1733513886.4415402
-1619,-1268,1733513886.4915404
-1609,-1286,1733513886.5345418
-1599,-1302,1733513886.5775418
-1589,-1317,1733513886.6205423
-1579,-1331,1733513886.6625419
-1569,-1345,1733513886.7055418
-1559,-1359,1733513886.7515419
-1549,-1375,1733513886.9215426
-1538,-1391,1733513886.9675415
-1521,-1404,1733513887.0085413
-1504,-1415,1733513887.0525417
-1492,-1430,1733513887.0935419
-1478,-1443,1733513887.1785426
-1464,-1457,1733513887.2195418
-1451,-1471,1733513887.262542
-1439,-1485,1733513887.3045416
-1422,-1499,1733513887.3465421
-1408,-1514,1733513887.3897364
-1391,-1532,1733513887.4397461
-1375,-1549,1733513887.4907458
-1356,-1563,1733513887.5357459
-1336,-1575,1733513887.578746
-1319,-1587,1733513887.6217465
-1303,-1598,1733513887.6707458
-1286,-1608,1733513887.7177463
-1272,-1620,1733513887.7597458
-1258,-1633,1733513887.8017457
-1243,-1645,1733513887.886745
-1225,-1658,1733513887.9297464
-1204,-1668,1733513887.9727461
-1186,-1678,1733513888.0167463
-1168,-1688,1733513888.0597463
-1153,-1699,1733513888.1027458
-1139,-1710,1733513888.312746
-1124,-1720,1733513888.3547459
-1110,-1730,1733513888.396746
-1096,-1740,1733513888.4437451
-1086,-1755,1733513888.5767462
-1076,-1770,1733513888.620746
-1066,-1788,1733513888.662266
-1055,-1803,1733513888.7042663
-1041,-1816,1733513888.752266
-1031,-1832,1733513889.0072703
-1021,-1848,1733513889.0532668
-1005,-1858,1733513889.2272663
-991,-1869,1733513889.2692661
-977,-1880,1733513889.3122663
-967,-1896,1733513889.3942666
-955,-1915,1733513889.4422677
-937,-1936,1733513889.4902666
-923,-1957,1733513889.5352664
-911,-1976,1733513889.5782666
-900,-1994,1733513889.6202662
-887,-2012,1733513889.6632674
-875,-2032,1733513889.7072663
-862,-2049,1733513889.7512698
-849,-2065,1733513889.7922657
-838,-2080,1733513889.835266
-822,-2096,1733513889.877333
-807,-2113,1733513889.9184184
-792,-2133,1733513889.958422
-777,-2150,1733513890.002407
-757,-2164,1733513890.0464077
-739,-2174,1733513890.0874069
-721,-2185,1733513890.1334066
-705,-2201,1733513890.1764073
-692,-2215,1733513890.2174072
-676,-2229,1733513890.346407
-661,-2251,1733513890.3894103
-647,-2275,1733513890.4344075
-636,-2302,1733513890.478406
-625,-2321,1733513890.5204082
-611,-2342,1733513890.566407
-597,-2359,1733513890.6104069
-586,-2373,1733513890.6514077
-576,-2387,1733513890.6944075
-566,-2402,1733513890.778407
-556,-2418,1733513890.821407
-546,-2439,1733513890.8634071
-536,-2468,1733513890.9060757
-521,-2478,1733513891.202074
-510,-2492,1733513891.2430737
-496,-2502,1733513891.3310738
-482,-2512,1733513891.3730738
-395,-2417,1733513891.418074
-381,-2446,1733513891.4630737
-368,-2471,1733513891.5120738
-283,-2376,1733513891.5540738
-272,-2399,1733513891.598073
-262,-2423,1733513891.6400743
-252,-2446,1733513891.6860747
-242,-2470,1733513891.7290742
-232,-2495,1733513891.8530738
-222,-2509,1733513891.8960738
-212,-2538,1733513892.3850737
-202,-2560,1733513892.4280736
-128,-2465,1733513892.6030738
-118,-2498,1733513892.893074
-118,-2524,1733513893.3860893
-108,-2550,1733513893.4280884
-108,-2575,1733513893.4750893
-98,-2600,1733513893.5180893
-98,-2628,1733513893.5600898
-33,-2533,1733513894.8440893
36,-2438,1733513894.934091
97,-2343,1733513896.9536896
153,-2248,1733513897.1616893
213,-2153,1733513897.3696897
266,-2058,1733513897.4116912
323,-1963,1733513897.5026903
376,-1868,1733513897.7526903
428,-1773,1733513897.8346896
484,-1678,1733513898.7942088
456,-1731,1733513902.9208517
435,-1784,1733513903.210851
400,-1841,1733513903.586852
365,-1897,1733513903.630851
270,-1992,1733513904.1258502
175,-2087,1733513904.1678503
233,-1992,1733513904.3758543
290,-1897,1733513905.0888653
264,-1930,1733513905.171864
236,-1964,1733513905.218864
198,-1998,1733513905.259865
160,-2037,1733513905.3018649
123,-2076,1733513905.3428035
86,-2113,1733513905.385862
49,-2147,1733513905.427851
-46,-2052,1733513905.4728513
-74,-2063,1733513905.5198505
-101,-2073,1733513905.5628507
-129,-2063,1733513905.604851
-154,-2051,1733513905.6468508
-177,-2035,1733513905.689851
-200,-2023,1733513905.7358508
-225,-2008,1733513905.7778509
-251,-1992,1733513905.8198516
-274,-1973,1733513905.8628514
-290,-1955,1733513905.9038513
-305,-1932,1733513905.9468508
-319,-1897,1733513905.9888508
-329,-1855,1733513906.0298512
-339,-1811,1733513906.071851
-350,-1769,1733513906.1178508
-371,-1726,1733513906.159851
-384,-1680,1733513906.2018511
-402,-1636,1733513906.2438512
-416,-1587,1733513906.2858508
-426,-1538,1733513906.328867
-426,-1481,1733513906.3708658
-416,-1416,1733513906.416866
-406,-1346,1733513906.4628687
-396,-1276,1733513906.511866
-386,-1206,1733513906.5548658
-374,-1135,1733513906.596866
-358,-1065,1733513906.6378646
-344,-993,1733513906.6808658
-329,-921,1733513906.7258658
-311,-847,1733513906.7688653
-281,-765,1733513906.8118658
-244,-679,1733513906.8548682
-339,-584,1733513906.895866
-434,-489,1733513906.938866
-395,-408,1733513906.9868662
-359,-329,1733513907.0288663
-319,-253,1733513907.071866
-275,-181,1733513907.1138663
-224,-104,1733513907.1578655
-163,-27,1733513907.2008662
-91,51,1733513907.243866
-19,127,1733513907.2848668
48,198,1733513907.327867
115,266,1733513907.3698654
182,336,1733513907.4118652
250,401,1733513907.4588685
317,464,1733513907.5058658
385,526,1733513907.5468657
454,587,1733513907.5908659
528,644,1733513907.636866
605,699,1733513907.6788652
684,753,1733513907.7228653
759,804,1733513907.7668657
834,851,1733513907.8078656
909,894,1733513907.8518667
981,933,1733513907.8938658
1055,972,1733513907.9368665
1110,1000,1733513908.103868
1015,1067,1733513908.1458652
1068,1092,1733513908.2308676
1121,1119,1733513908.2728643
1174,1147,1733513908.3188672
1227,1174,1733513908.360868
1279,1199,1733513908.4028656
1329,1223,1733513908.4518657
1368,1234,1733513908.6278658
1406,1244,1733513908.66987
1445,1254,1733513908.7118654
1483,1264,1733513908.7528658
1520,1254,1733513908.7938695
1554,1244,1733513908.835866
1564,1205,1733513909.2908666
1554,1157,1733513909.5908673
1540,1101,1733513909.6358662
1519,1036,1733513909.6778662
1496,968,1733513909.719865
1468,900,1733513909.761866
1434,828,1733513909.8448682
1403,761,1733513909.8888657
1371,696,1733513909.9348667
1336,631,1733513909.9778657
1299,563,1733513910.0198693
1256,492,1733513910.0598679
1205,420,1733513910.1028662
1151,345,1733513910.145866
1097,270,1733513910.1878653
1043,194,1733513910.232866
988,121,1733513910.2758665
935,48,1733513910.3188648
882,-22,1733513910.3598676
828,-92,1733513910.4028654
766,-162,1733513910.4548683
698,-229,1733513910.5038662
628,-302,1733513910.5458696
556,-371,1733513910.587865
484,-440,1733513910.628867
417,-507,1733513910.6708658
346,-570,1733513910.7108696
276,-630,1733513910.7528696
202,-688,1733513910.794867
125,-746,1733513910.8358662
46,-807,1733513910.8788664
-39,-871,1733513910.920324
-134,-776,1733513910.9636352
-229,-681,1733513911.135635
-324,-586,1733513911.1796353
-419,-491,1733513911.2216349
-484,-534,1733513911.263635
-549,-574,1733513911.3076346
-611,-619,1733513911.351635
-665,-666,1733513911.3936355
-714,-710,1733513911.4376357
-758,-749,1733513911.4846356
-797,-789,1733513911.5276365
-836,-830,1733513911.569635
-878,-861,1733513911.613635
-917,-889,1733513911.6566353
-954,-910,1733513911.7036347
-989,-920,1733513911.7456353
-1019,-930,1733513911.7876356
-1047,-940,1733513911.8306353
-1071,-950,1733513911.873635
-1095,-960,1733513911.9186535
-1118,-970,1733513911.9616568
-1147,-970,1733513912.0036511
-1179,-960,1733513912.0456524
-1214,-950,1733513912.0886514
-1248,-940,1733513912.130654
-1268,-930,1733513912.1746528
-1293,-920,1733513912.2196517
-1322,-910,1733513912.261652
-1351,-900,1733513912.304651
-1382,-890,1733513912.3466527
-1419,-880,1733513912.387653
-1464,-867,1733513912.4306543
-1512,-853,1733513912.4746525
-1563,-839,1733513912.5186565
-1605,-824,1733513912.5616536
-1644,-801,1733513912.6026535
-1685,-778,1733513912.6456532
-1727,-764,1733513912.6886528
-1778,-753,1733513912.734651
-1831,-737,1733513912.775654
-1886,-721,1733513912.8186526
-1938,-705,1733513912.862652
-1843,-624,1733513912.9046524
-1896,-600,1733513912.987418
-1959,-572,1733513913.1109345
-2019,-549,1733513913.1509354
-2086,-516,1733513913.1939492
-2161,-479,1733513913.2349498
-2238,-439,1733513913.278949
-2317,-393,1733513913.3199484
-2390,-349,1733513913.36195
-2461,-308,1733513913.4049509
-2526,-269,1733513913.446952
-2592,-230,1733513913.4939513
-2659,-191,1733513913.5369484
-2731,-154,1733513913.5799494
-2798,-104,1733513913.703948
-2860,-60,1733513913.7459497
-2922,-16,1733513913.7879498
-2980,28,1733513913.8309507
-3041,73,1733513913.873951
-3103,115,1733513913.917949
-3174,164,1733513913.960951
-3246,214,1733513914.0043104
-3318,268,1733513914.0454195
-3390,324,1733513914.0874195
-3458,380,1733513914.1314197
-3519,431,1733513914.1744196
-3576,478,1733513914.2174196
-3632,526,1733513914.2604196
-3681,579,1733513914.3014195
-3749,650,1733513914.6404195
-3817,720,1733513914.6864202
-3898,792,1733513914.8084195
-3993,782,1733513914.8524196
-4085,860,1733513914.8944194
-4168,953,1733513914.9364195
-4253,1039,1733513914.9794197
-4348,1029,1733513915.0214195
-4422,1122,1733513915.0624194
-4501,1196,1733513915.1034193
-4576,1277,1733513915.1454196
-4634,1367,1733513915.3524196
-4689,1462,1733513915.3934195
-4594,1540,1733513915.6514199
-4689,1490,1733513915.7784193
-4753,1549,1733513915.8224192
-4819,1608,1733513916.1204193
-4885,1661,1733513916.1624198
-4949,1712,1733513916.2054198
-5013,1765,1733513916.2454197
-5073,1816,1733513916.5354197
-5124,1863,1733513916.5794199
-5170,1907,1733513916.6214197
-5214,1952,1733513916.66342
-5119,1857,1733513916.9114196
-5163,1893,1733513916.9534194
-5221,1929,1733513917.5384357
-5277,1962,1733513917.8284369
-5328,1992,1733513917.8714368
-5377,2025,1733513917.926438
-5433,2060,1733513917.9694355
-5487,2090,1733513918.0134358
-5529,2114,1733513918.1964364
-5567,2138,1733513918.2414365
-5601,2160,1733513918.2874365
-5631,2183,1733513918.329436
-5664,2209,1733513918.3764365
-5696,2234,1733513918.5254364
-5726,2256,1733513918.5724356
-5736,2281,1733513919.6544368
-5726,2299,1733513919.9544358
-5716,2327,1733513919.9964373
-5706,2352,1733513920.0394359
-5696,2380,1733513920.0874372
-5686,2406,1733513920.1344345
-5676,2431,1733513920.177436
-5663,2458,1733513920.2197142
-5634,2477,1733513920.3037243
-5603,2494,1733513920.3457236
-5571,2509,1733513920.387724
-5536,2520,1733513920.4327245
-5507,2539,1733513920.477723
-5477,2557,1733513920.5287232
-5449,2573,1733513920.5737233
-5425,2592,1733513920.6197236
-5395,2611,1733513920.6628556
-5359,2625,1733513920.7078652
-5319,2640,1733513920.7558649
-5276,2658,1733513920.8038647
-5236,2676,1733513920.8518655
-5196,2692,1733513920.8948658
-5156,2709,1733513920.936865
-5116,2726,1733513920.979865
-5077,2744,1733513921.0248654
-5035,2762,1733513921.0718653
-4989,2774,1733513921.120865
-4936,2784,1733513921.1618652
-4882,2794,1733513921.2058647
-4831,2804,1733513921.2538652
-4780,2814,1733513921.2948651
-4730,2824,1733513921.3373878
-4681,2834,1733513921.3813877
-4635,2844,1733513921.424388
-4591,2854,1733513921.474388
-4546,2864,1733513921.5233905
-4493,2874,1733513921.5703886
-4440,2884,1733513921.6163864
-4384,2894,1733513921.6603909
-4331,2904,1733513921.705387
-4280,2914,1733513921.7593875
-4231,2924,1733513921.8063874
-4184,2924,1733513921.8553884
-4138,2924,1733513921.9053867
-4090,2924,1733513921.9543877
-4038,2924,1733513921.9963875
-3982,2924,1733513922.040388
-3924,2924,1733513922.0853872
-3868,2914,1733513922.1283867
-3813,2924,1733513922.1723886
-3758,2914,1733513922.219387
-3703,2914,1733513922.263387
-3650,2924,1733513922.3083878
-3596,2934,1733513922.357387
-3541,2934,1733513922.406387
-3481,2944,1733513922.4564033
-3419,2954,1733513922.507402
-3355,2964,1733513922.556403
-3295,2974,1733513922.6034029
-3233,2984,1733513922.646402
-3169,2994,1733513922.691402
-3107,3004,1733513922.7394025
-3045,3014,1733513922.789403
-2980,3024,1733513922.8384027
-2910,3034,1733513922.887402
-2834,3044,1733513922.9354024
-2762,3054,1733513922.9854033
-2694,3054,1733513923.0299413
-2627,3044,1733513923.0749497
-2559,3044,1733513923.1229496
-2494,3044,1733513923.1719515
-2425,3054,1733513923.2189493
-2359,3064,1733513923.2609499
-2291,3074,1733513923.3069665
-2219,3084,1733513923.353152
-2141,3094,1733513923.396039
-2067,3084,1733513923.4430501
-1996,3074,1733513923.4920497
-1924,3074,1733513923.5370505
-1854,3084,1733513923.5800505
-1787,3094,1733513923.62505
-1719,3104,1733513923.6730506
-1647,3114,1733513923.7200522
-1570,3124,1733513923.76305
-1486,3134,1733513923.8070505
-1403,3134,1733513923.8560505
-1329,3134,1733513923.9440508
-1254,3144,1733513923.9900508
-1178,3154,1733513924.038051
-1103,3164,1733513924.085963
-1026,3174,1733513924.12897
-947,3184,1733513924.1739705
-866,3194,1733513924.2229705
-778,3204,1733513924.2719703
-690,3204,1733513924.32197
-607,3194,1733513924.364971
-523,3184,1733513924.4079702
-439,3194,1733513924.4549701
-355,3204,1733513924.5049691
-272,3214,1733513924.5559702
-189,3224,1733513924.6049707
-101,3234,1733513924.6479735
-10,3234,1733513924.69297
85,3244,1733513924.7399702
176,3244,1733513924.785688
267,3244,1733513924.8266983
358,3254,1733513924.8716981
447,3264,1733513924.9196978
532,3274,1733513924.9636915
614,3284,1733513925.0087006
695,3294,1733513925.0577006
777,3304,1733513925.106701
863,3314,1733513925.1557007
948,3314,1733513925.2047007
1032,3314,1733513925.2525518
1113,3324,1733513925.29656
1193,3334,1733513925.34056
1272,3344,1733513925.3885598
1349,3354,1733513925.4305604
1424,3364,1733513925.4785595
1500,3374,1733513925.52956
1577,3384,1733513925.5745602
1653,3394,1733513925.6195598
1728,3404,1733513925.6645606
1802,3414,1733513925.7085614
1876,3428,1733513925.755561
1941,3438,1733513925.8865597
2001,3448,1733513925.9303098
2059,3459,1733513926.2768397
2118,3470,1733513926.3238375
2176,3486,1733513926.3718421
2235,3498,1733513926.419839
2292,3510,1733513926.46884
2343,3525,1733513926.6078384
2392,3539,1733513926.654841
2440,3562,1733513926.7028415
2489,3580,1733513926.7468426
2537,3597,1733513926.7898412
2580,3613,1733513926.8368404
2620,3630,1733513926.8808403
2661,3644,1733513926.92284
2699,3657,1733513926.9708426
2736,3670,1733513927.0193405
2771,3684,1733513927.063004
2676,3589,1733513927.1060026
2706,3600,1733513927.1530042
2735,3612,1733513927.1969798
2765,3630,1733513927.2419872
2792,3647,1733513927.2889886
2820,3669,1733513927.3319886
2852,3690,1733513927.3749886
2886,3711,1733513927.4199884
2791,3616,1733513927.4649901
2696,3521,1733513927.5185452
2721,3538,1733513927.5625916
2743,3554,1733513927.6065912
2769,3575,1733513927.6545918
2796,3596,1733513927.6975923
2828,3622,1733513927.7425914
2859,3650,1733513927.787591
2892,3678,1733513927.8365912
2797,3583,1733513927.880592
2832,3615,1733513928.0085912
2866,3650,1733513928.056591
2771,3555,1733513928.1405916
2676,3460,1733513928.1885922
2711,3497,1733513928.236593
2748,3532,1733513928.2785912
2653,3437,1733513928.3695912
2558,3342,1733513928.4135919
2463,3247,1733513928.455592
2368,3152,1733513928.5095913
2273,3057,1733513928.5575907
2329,3127,1733513928.6055913
2391,3201,1733513928.6545928
2486,3296,1733513944.2414453
2581,3391,1733513945.607448
2673,3486,1733513946.1884434
2764,3581,1733513946.2434466
2669,3486,1733513946.4972005
2574,3391,1733513946.5572038
2479,3296,1733513946.605199
2384,3201,1733513946.653202
2289,3106,1733513946.6982005
2361,3201,1733513953.0146995
2426,3296,1733513953.3926995
2503,3391,1733513953.8262198
2597,3486,1733513953.9952192
2685,3581,1733513954.040219
2774,3676,1733513954.0872192
2679,3581,1733513954.2552197
2584,3486,1733513954.2992187
2489,3391,1733513954.426219
2394,3296,1733513954.47522
2299,3317,1733513954.56522
2394,3280,1733513959.523333
2489,3375,1733513960.7058508
2394,3398,1733513961.7738523
2461,3487,1733513967.079374
2524,3582,1733513967.208374
