x,y,t
653,-469,1733515201.7712865
643,-484,1733515201.8162863
633,-498,1733515201.9842865
623,-516,1733515202.0322864
613,-533,1733515202.0752866
603,-554,1733515202.1192865
593,-568,1733515202.1652863
583,-582,1733515202.2072864
573,-596,1733515202.2552857
563,-611,1733515202.3412862
553,-625,1733515202.3842862
543,-641,1733515202.4272866
532,-655,1733515202.691715
522,-669,1733515202.7359822
512,-685,1733515202.782982
502,-705,1733515202.8259826
492,-723,1733515202.8699822
482,-739,1733515202.915982
471,-753,1733515203.0019822
460,-769,1733515203.0489824
450,-790,1733515203.0909824
440,-813,1733515203.133983
430,-831,1733515203.1759837
416,-844,1733515203.218983
392,-858,1733515203.2659812
374,-872,1733515203.3079813
359,-889,1733515203.3529823
339,-919,1733515203.3989823
324,-944,1733515203.4409833
309,-963,1733515203.4859827
293,-980,1733515203.5319827
277,-991,1733515203.5739825
259,-1002,1733515203.6189823
245,-1012,1733515203.6649826
233,-1026,1733515203.7059824
216,-1037,1733515203.7519827
200,-1047,1733515203.7989826
184,-1057,1733515203.839982
170,-1067,1733515203.8829825
149,-1077,1733515203.9259827
135,-1087,1733515203.9699826
121,-1097,1733515204.0149825
107,-1111,1733515204.0579824
87,-1122,1733515204.1019828
69,-1132,1733515204.1479828
51,-1122,1733515204.1899824
32,-1122,1733515204.2369812
15,-1132,1733515204.2859826
-6,-1132,1733515204.3319826
-25,-1142,1733515204.3729825
-44,-1152,1733515204.416983
-63,-1162,1733515204.4599829
-78,-1172,1733515204.5019836
-96,-1182,1733515204.5489826
-111,-1192,1733515204.5906546
-127,-1192,1733515204.6336982
-143,-1192,1733515204.6752236
-163,-1192,1733515204.7192237
-180,-1192,1733515204.7652237
-196,-1202,1733515204.8082235
-212,-1212,1733515204.853226
-228,-1222,1733515204.8992233
-243,-1232,1733515204.942223
-257,-1232,1733515204.9852235
-271,-1232,1733515205.0282238
-285,-1232,1733515205.0712242
-299,-1222,1733515205.1162238
-313,-1222,1733515205.2022238
-327,-1222,1733515205.251227
-341,-1232,1733515205.9022236
-355,-1222,1733515205.9482245
-369,-1212,1733515205.9909973
-383,-1222,1733515206.38604
-398,-1232,1733515206.4320402
-412,-1242,1733515206.475041
-426,-1252,1733515206.5180407
-440,-1262,1733515206.56104
-535,-1280,1733515206.8210404
-550,-1298,1733515209.11904
-564,-1316,1733515209.1650412
-580,-1326,1733515209.2080398
-595,-1336,1733515209.2530417
-611,-1350,1733515209.3000402
-625,-1360,1733515209.3420398
-635,-1385,1733515211.0360408
-625,-1369,1733515211.20904
-625,-1353,1733515212.3000383
-615,-1367,1733515228.2535863
-605,-1381,1733515228.4285865
-595,-1395,1733515228.4715862
-585,-1409,1733515228.515587
-575,-1424,1733515228.558587
-565,-1438,1733515228.6025875
-555,-1452,1733515228.6485863
-555,-1466,1733515229.3925853
-555,-1480,1733515229.4365864
-555,-1494,1733515229.5245872
-555,-1508,1733515230.4425862
-555,-1522,1733515230.6581044
-545,-1537,1733515231.6261034
-535,-1552,1733515231.7101045
-440,-1613,1733515232.385105
-535,-1603,1733515232.6361043
-630,-1593,1733515232.680104
-725,-1593,1733515232.723104
-820,-1593,1733515232.7681038
-802,-1603,1733515234.3830683
-785,-1613,1733515234.718068
-770,-1623,1733515234.887067
-749,-1610,1733515235.8010674
-732,-1594,1733515236.091067
-637,-1654,1733515236.1760707
-542,-1708,1733515236.2200673
-447,-1762,1733515236.269067
-352,-1815,1733515236.3540678
-341,-1799,1733515236.4010694
-341,-1773,1733515236.5270689
-436,-1761,1733515236.569071
-446,-1744,1733515236.616067
-436,-1721,1733515236.833001
-436,-1699,1733515237.0020108
-436,-1677,1733515237.0440114
-436,-1656,1733515237.0886323
-436,-1633,1733515237.1700754
-531,-1623,1733515237.217075
-521,-1605,1733515237.2590737
-521,-1589,1733515237.3020751
-511,-1573,1733515237.3430748
-501,-1559,1733515237.3860745
-511,-1577,1733515237.9410746
-521,-1592,1733515238.2935944
-531,-1615,1733515238.3765934
-521,-1600,1733515239.049595
-511,-1586,1733515239.3005953
-501,-1571,1733515239.4255948
-406,-1640,1733515239.678494
-396,-1625,1733515239.722493
-386,-1611,1733515239.8044941
-376,-1594,1733515239.9334953
-376,-1576,1733515239.9784942
-376,-1559,1733515240.0224955
-376,-1542,1733515240.067495
-376,-1526,1733515240.1104937
-376,-1511,1733515240.1534953
-376,-1495,1733515240.2004936
-376,-1481,1733515240.2464936
-376,-1467,1733515240.2945018
-471,-1477,1733515240.4694934
-566,-1487,1733515240.5164957
-661,-1497,1733515240.6426296
-566,-1575,1733515242.192207
-471,-1652,1733515242.4102073
-376,-1727,1733515242.4952092
-386,-1713,1733515242.7532072
-481,-1703,1733515242.967207
-576,-1693,1733515243.0122094
-671,-1683,1733515243.0562067
-653,-1662,1733515243.402207
-639,-1662,1733515243.570207
-544,-1739,1733515244.4622085
-449,-1816,1733515244.5062082
-354,-1895,1733515244.551207
-259,-1973,1733515244.593207
-269,-1959,1733515244.8062072
-279,-1943,1733515244.8512075
-290,-1927,1733515244.8942072
-300,-1910,1733515244.9372063
-310,-1896,1733515244.9842072
-320,-1881,1733515245.0262096
-330,-1867,1733515245.249207
-340,-1853,1733515245.5112085
-340,-1825,1733515245.940206
-435,-1814,1733515247.4107263
-425,-1786,1733515248.0347257
-330,-1861,1733515248.5847256
-425,-1850,1733515248.7107267
-520,-1836,1733515249.3797247
-510,-1811,1733515249.585727
-415,-1888,1733515249.669725
-320,-1965,1733515249.7167253
-225,-2042,1733515249.758725
-130,-2121,1733515249.8027256
-225,-2104,1733515249.9697268
-320,-2083,1733515250.2227266
-330,-2065,1733515250.270726
-425,-2044,1733515250.3167257
-520,-2024,1733515250.361727
-530,-2005,1733515250.4037251
-625,-1984,1733515250.4487283
-720,-1963,1733515250.4907255
-699,-1949,1733515250.7437253
-680,-1936,1733515251.3352482
-662,-1922,1733515251.379246
-644,-1910,1733515251.4222465
-625,-1897,1733515251.4672465
-609,-1887,1733515251.6758971
-593,-1877,1733515251.719908
-579,-1867,1733515251.7599077
-565,-1857,1733515251.803908
-555,-1827,1733515258.499954
-540,-1837,1733515263.0839663
-526,-1847,1733515263.1699662
-511,-1857,1733515263.215967
-497,-1867,1733515263.2579663
-483,-1867,1733515263.5669663
-468,-1867,1733515263.6089664
-448,-1877,1733515263.6529655
-427,-1887,1733515263.694966
-407,-1897,1733515263.738966
-392,-1897,1733515263.783967
-487,-1879,1733515263.8269658
-472,-1879,1733515263.959966
-453,-1889,1733515264.00397
-425,-1899,1733515264.0499668
-402,-1899,1733515264.0929668
-379,-1909,1733515264.1359663
-356,-1909,1733515264.1799667
-333,-1899,1733515264.2239697
-311,-1899,1733515264.2759664
-291,-1909,1733515264.3199704
-268,-1919,1733515264.3669686
-247,-1929,1733515264.409966
-227,-1929,1733515264.4539673
-208,-1919,1733515264.4979658
-186,-1909,1733515264.538966
-164,-1899,1733515264.5829666
-138,-1889,1733515264.6249654
-113,-1879,1733515264.6679652
-85,-1869,1733515264.7089658
-54,-1859,1733515264.752966
-22,-1849,1733515264.7949705
8,-1839,1733515264.8369665
36,-1839,1733515264.8829658
62,-1829,1733515264.9259667
89,-1819,1733515264.9709675
117,-1819,1733515265.016966
148,-1809,1733515265.0584862
180,-1799,1733515265.1024852
207,-1799,1733515265.14549
231,-1799,1733515265.188485
255,-1799,1733515265.238486
278,-1799,1733515265.2894852
302,-1799,1733515265.3344855
327,-1789,1733515265.3784862
358,-1779,1733515265.4214854
384,-1779,1733515265.4674852
408,-1779,1733515265.5114858
429,-1779,1733515265.555485
445,-1789,1733515265.601485
461,-1799,1733515265.643485
479,-1809,1733515265.687485
499,-1799,1733515265.7344854
522,-1799,1733515265.7784867
538,-1789,1733515265.821485
552,-1799,1733515265.8674858
538,-1809,1733515267.621485
523,-1820,1733515267.6674864
509,-1830,1733515267.843486
494,-1840,1733515267.8874853
479,-1850,1733515267.9344854
460,-1860,1733515267.976485
442,-1870,1733515268.0204847
426,-1880,1733515268.0664854
410,-1890,1733515268.1104856
395,-1900,1733515268.1534853
379,-1910,1733515268.2954848
361,-1920,1733515268.338485
341,-1930,1733515268.3824844
322,-1940,1733515268.4254854
304,-1950,1733515268.4684856
288,-1960,1733515268.510485
272,-1970,1733515268.5544853
253,-1980,1733515268.6004853
235,-1990,1733515268.6414847
214,-2001,1733515268.6856413
195,-2011,1733515268.7302582
176,-2021,1733515268.7732673
155,-2031,1733515268.818267
135,-2041,1733515268.859267
113,-2051,1733515268.9032674
90,-2061,1733515268.949267
68,-2071,1733515268.991267
46,-2082,1733515269.035267
25,-2093,1733515269.0772672
5,-2104,1733515269.120267
-11,-2115,1733515269.1662672
-28,-2125,1733515269.2092671
-44,-2136,1733515269.2552667
-61,-2147,1733515269.301266
-79,-2157,1733515269.3452666
-98,-2167,1733515269.3882673
-115,-2177,1733515269.4332676
-131,-2187,1733515269.4752676
-145,-2197,1733515269.5172675
-159,-2207,1733515269.5612671
-173,-2217,1733515269.6522825
-187,-2227,1733515269.7822812
-201,-2237,1733515269.8682845
-215,-2247,1733515269.9102829
-229,-2258,1733515270.2612836
-247,-2270,1733515270.3032837
-262,-2281,1733515270.3512833
-273,-2295,1733515270.7012844
-255,-2305,1733515271.743284
-239,-2315,1733515271.785284
-225,-2325,1733515271.8332825
-211,-2335,1733515271.8762825
-196,-2345,1733515272.004283
-175,-2355,1733515272.048286
-153,-2355,1733515272.091285
-128,-2355,1733515272.1342828
-105,-2345,1733515272.1792827
-82,-2335,1733515272.2212813
-64,-2325,1733515272.2712834
-46,-2325,1733515272.317282
-30,-2335,1733515272.4042828
-9,-2345,1733515272.4512825
13,-2335,1733515272.4932826
37,-2325,1733515272.5362835
60,-2315,1733515272.5792859
79,-2305,1733515272.6222858
97,-2295,1733515272.6672816
115,-2285,1733515272.7092857
132,-2275,1733515272.7542846
149,-2275,1733515272.8002846
169,-2265,1733515272.8432844
194,-2255,1733515272.8862858
219,-2245,1733515272.9292831
244,-2235,1733515272.971286
267,-2225,1733515273.0184963
288,-2215,1733515273.0623507
304,-2205,1733515273.1513515
321,-2205,1733515273.1993513
339,-2195,1733515273.2473502
362,-2185,1733515273.2943509
387,-2175,1733515273.3393507
414,-2165,1733515273.383351
439,-2154,1733515273.4273515
462,-2144,1733515273.4703503
483,-2134,1733515273.5123525
502,-2124,1733515273.5553505
518,-2114,1733515273.601351
534,-2104,1733515273.645352
550,-2094,1733515273.6873515
570,-2084,1733515273.7343516
595,-2072,1733515273.7763515
617,-2061,1733515273.8203502
638,-2048,1733515273.8663511
657,-2038,1733515273.9083512
677,-2028,1733515273.953351
695,-2018,1733515274.0003514
711,-2008,1733515274.04435
729,-1998,1733515274.0883505
751,-1984,1733515274.1343513
772,-1969,1733515274.1773515
793,-1953,1733515274.2203498
814,-1941,1733515274.2713506
835,-1931,1733515274.3173504
856,-1921,1733515274.3603497
877,-1911,1733515274.4033508
895,-1901,1733515274.4503508
911,-1890,1733515274.4923508
929,-1870,1733515274.5363514
946,-1849,1733515274.578352
964,-1829,1733515274.6213531
980,-1811,1733515274.6683517
996,-1797,1733515274.7103527
1012,-1784,1733515274.7533514
1028,-1770,1733515274.7993512
1042,-1756,1733515274.8423514
1056,-1742,1733515274.8863504
1070,-1723,1733515274.9293513
1086,-1696,1733515274.9723516
1102,-1669,1733515275.0183523
1118,-1641,1733515275.0613515
1134,-1620,1733515275.104351
1149,-1604,1733515275.1515229
1163,-1590,1733515275.193558
1177,-1576,1733515275.2405567
1190,-1558,1733515275.2885575
1201,-1537,1733515275.3345582
1213,-1507,1733515275.3765578
1225,-1475,1733515275.4205587
1236,-1445,1733515275.4665587
1250,-1417,1733515275.5095587
1262,-1399,1733515275.5525587
1272,-1378,1733515275.5965586
1286,-1361,1733515275.6395583
1299,-1341,1733515275.6845584
1313,-1323,1733515275.7275584
1325,-1301,1733515275.7695584
1336,-1271,1733515275.817558
1348,-1239,1733515275.859558
1362,-1207,1733515275.9025583
1372,-1175,1733515275.9445581
1382,-1147,1733515275.988558
1392,-1124,1733515276.034558
1402,-1099,1733515276.0775583
1412,-1078,1733515276.1205583
1424,-1052,1733515276.166558
1437,-1019,1733515276.2095582
1453,-984,1733515276.2565575
1470,-949,1733515276.3045568
1487,-914,1733515276.3515582
1506,-884,1733515276.392558
1524,-855,1733515276.4365582
1537,-830,1733515276.4835587
1547,-809,1733515276.5265582
1557,-787,1733515276.5695584
1568,-757,1733515276.6165583
1579,-727,1733515276.6585584
1590,-699,1733515276.7025583
1603,-674,1733515276.7465582
1613,-649,1733515276.791558
1623,-626,1733515276.8345585
1633,-605,1733515276.876558
1643,-584,1733515276.9215584
1653,-563,1733515276.9665582
1663,-533,1733515277.0085585
1673,-501,1733515277.0525584
1683,-467,1733515277.0985582
1693,-430,1733515277.142558
1703,-399,1733515277.1855588
1714,-373,1733515277.2285573
1724,-350,1733515277.2735574
1734,-329,1733515277.3185573
1744,-313,1733515277.3615584
1754,-284,1733515277.4045584
1764,-253,1733515277.4510767
1774,-225,1733515277.493119
1784,-201,1733515277.5371175
1794,-177,1733515277.579117
1808,-157,1733515277.6221173
1819,-139,1733515277.667118
1831,-124,1733515277.709117
1841,-107,1733515277.7521172
1851,-79,1733515277.7941172
1861,-50,1733515277.8381183
1871,-22,1733515277.8851035
1881,6,1733515277.9261134
1891,34,1733515277.9701138
1901,57,1733515278.016113
1912,75,1733515278.0581133
1922,92,1733515278.1031132
1932,116,1733515278.1471133
1942,141,1733515278.1891134
1942,166,1733515278.2341132
1932,191,1733515278.276112
1922,221,1733515278.321113
1922,246,1733515278.3671138
1932,272,1733515278.4091132
1942,295,1733515278.4531138
1952,318,1733515278.500114
1962,339,1733515278.542113
1972,361,1733515278.5851128
1962,389,1733515278.6281135
1952,419,1733515278.6711135
1942,447,1733515278.719114
1952,474,1733515278.760114
1962,501,1733515278.8041139
1972,526,1733515278.8501136
1982,551,1733515278.8921134
1982,576,1733515278.9361129
1972,601,1733515278.9781132
1962,632,1733515279.0221138
1949,664,1733515279.0681138
1935,695,1733515279.1101136
1925,727,1733515279.1541135
1915,762,1733515279.2001152
1905,795,1733515279.245113
1895,825,1733515279.2931142
1885,850,1733515279.3361137
1874,875,1733515279.378113
1864,908,1733515279.4221132
1850,943,1733515279.4671137
1839,976,1733515279.509114
1829,1006,1733515279.5531137
1819,1034,1733515279.6001139
1809,1060,1733515279.6441133
1799,1086,1733515279.6861134
1789,1109,1733515279.7331133
1779,1132,1733515279.7761135
1769,1156,1733515279.8191135
1758,1183,1733515279.8631134
1746,1214,1733515279.9061134
1736,1251,1733515279.9521136
1726,1286,1733515279.9941134
1716,1318,1733515280.0371134
1706,1348,1733515280.0841136
1696,1377,1733515280.1271129
1686,1405,1733515280.1701133
1676,1433,1733515280.2161133
1666,1461,1733515280.261133
1655,1495,1733515280.3111296
1643,1530,1733515280.3551307
1632,1567,1733515280.4011307
1622,1603,1733515280.4431303
1612,1635,1733515280.4871309
1602,1667,1733515280.5291312
1592,1694,1733515280.57213
1582,1716,1733515280.6181302
1570,1737,1733515280.65913
1555,1765,1733515280.703132
1539,1793,1733515280.74413
1521,1821,1733515280.789131
1505,1849,1733515280.8351297
1489,1871,1733515280.8761299
1478,1895,1733515280.9201307
1468,1916,1733515280.965131
1457,1934,1733515281.0081298
1446,1948,1733515281.05213
1430,1964,1733515281.0942283
1413,1985,1733515281.1372385
1395,2006,1733515281.1844566
1380,2028,1733515281.226466
1367,2052,1733515281.2724674
1352,2075,1733515281.3194664
1338,2097,1733515281.364466
1327,2116,1733515281.408466
1313,2132,1733515281.4544666
1298,2149,1733515281.502467
1280,2168,1733515281.5454674
1255,2189,1733515281.5884666
1230,2210,1733515281.634466
1205,2233,1733515281.679467
1186,2256,1733515281.7224662
1168,2274,1733515281.7674665
1154,2305,1733515281.8124664
1138,2322,1733515281.855467
1120,2340,1733515281.9004676
1103,2353,1733515281.944465
1081,2373,1733515281.987466
1054,2395,1733515282.0334666
1026,2416,1733515282.077467
996,2439,1733515282.1214664
968,2456,1733515282.1674664
944,2473,1733515282.2094667
917,2491,1733515282.2574656
891,2507,1733515282.3084662
866,2521,1733515282.351466
847,2532,1733515282.393466
824,2548,1733515282.4374669
793,2566,1733515282.484444
758,2587,1733515282.5264566
722,2608,1733515282.5694563
690,2626,1733515282.6114564
660,2642,1733515282.6544561
632,2663,1733515282.7014563
607,2684,1733515282.7444568
577,2700,1733515282.787456
541,2716,1733515282.8324564
498,2731,1733515282.8754563
454,2747,1733515282.9194565
406,2762,1733515282.9654565
360,2775,1733515283.0094562
316,2786,1733515283.0524564
269,2796,1733515283.0994563
223,2806,1733515283.1424563
179,2816,1733515283.1884563
135,2826,1733515283.2354565
97,2816,1733515283.367456
60,2816,1733515283.4104564
21,2816,1733515283.4534566
-22,2826,1733515284.0334558
-68,2836,1733515284.1194572
-114,2846,1733515284.1654563
-156,2856,1733515284.8334572
-196,2866,1733515285.043456
-291,2771,1733515285.5164557
-386,2676,1733515285.6014564
-430,2686,1733515285.7264562
-467,2702,1733515285.852456
-506,2720,1733515286.8014562
-545,2738,1733515286.9264567
-582,2754,1733515286.9694564
-619,2772,1733515287.8454568
-714,2677,1733515288.0175176
-809,2582,1733515288.1865468
-904,2487,1733515288.229547
-999,2392,1733515288.2715468
-1094,2297,1733515288.3175492
-1189,2202,1733515288.360548
-1284,2107,1733515288.4035468
-1379,2012,1733515288.4465477
-1474,1917,1733515288.4905477
-1484,1958,1733515288.5345478
-1474,2019,1733515288.7025483
-1460,2080,1733515288.7455463
-1447,2141,1733515288.8305466
-1433,2200,1733515288.8755486
-1419,2254,1733515288.9195473
-1407,2308,1733515288.961385
-1396,2360,1733515289.004395
-1384,2409,1733515289.0513952
-1374,2455,1733515289.0937555
-1364,2499,1733515289.136764
-1354,2539,1733515289.2227643
-1344,2571,1733515289.686764
-1334,2602,1733515289.771764
-1324,2634,1733515289.818764
-1314,2664,1733515289.8617644
-1304,2692,1733515289.9059582
-1294,2720,1733515289.952967
-1284,2745,1733515289.9939666
-1274,2768,1733515290.0379665
-1264,2790,1733515290.083967
-1254,2810,1733515290.1259668
-1244,2828,1733515290.1689668
-1234,2845,1733515290.2119665
-1224,2861,1733515290.2579656
-1214,2877,1733515290.3059654
-1204,2891,1733515290.3519664
-1194,2905,1733515290.437967
-1180,2915,1733515302.0780523
-1166,2925,1733515303.8350518
-1152,2925,1733515304.4940512
-1138,2935,1733515306.1015704
-1124,2945,1733515306.1435695
-1110,2955,1733515306.18657
-1096,2965,1733515308.6855717
-1082,2975,1733515312.0180898
-1068,2985,1733515312.5430927
-1054,2995,1733515312.6720905
-1040,3005,1733515312.7180912
-1026,3015,1733515313.199091
-1121,2920,1733515314.8336112
-1216,2825,1733515314.8776093
-1202,2835,1733515315.0536091
-1186,2846,1733515315.0966098
-1166,2860,1733515315.1386094
-1148,2874,1733515315.1856103
-1132,2889,1733515315.2306108
-1117,2903,1733515315.2756112
-1101,2916,1733515315.3196096
-1087,2930,1733515315.3636096
-1072,2944,1733515315.4076097
-1058,2958,1733515315.452609
-1047,2978,1733515315.8026106
-1142,2883,1733515316.47361
-1128,2893,1733515316.6896093
-1114,2903,1733515316.8699772
-1100,2913,1733515316.9179618
-1086,2923,1733515316.9609618
-1072,2933,1733515317.003962
-1058,2943,1733515317.046962
-1044,2953,1733515317.0899618
-1032,2967,1733515317.3144832
-1021,2991,1733515317.8434827
-1116,2896,1733515318.7724836
-1104,2915,1733515318.949483
-1090,2925,1733515319.0354838
-1076,2935,1733515319.1234837
-1062,2945,1733515319.6114833
-1048,2966,1733515319.7854834
-1035,2990,1733515319.8284829
-1024,3008,1733515319.9184868
-1013,3034,1733515319.9604828
-1003,3054,1733515320.0044825
-992,3078,1733515320.0514839
-982,3096,1733515320.450483
-972,3110,1733515320.6714828
-962,3124,1733515321.0214832
-952,3138,1733515321.110484
-942,3154,1733515321.154484
-931,3168,1733515321.3844826
-921,3154,1733515326.6680045
-911,3140,1733515326.7110047
-901,3125,1733515328.1850014
-891,3111,1733515329.9710035
-881,3097,1733515334.085016
-871,3083,1733515334.8750303
-861,3069,1733515335.452032
-851,3053,1733515335.4940314
-841,3038,1733515335.9270313
-831,3022,1733515335.9710302
-821,3006,1733515336.0150316
-811,2992,1733515336.058031
-801,2978,1733515337.2450328
-791,2964,1733515337.2980344
-777,2974,1733515343.6225512
-762,2984,1733515344.2755651
-746,2994,1733515344.361565
-730,3004,1733515344.405565
-714,3014,1733515344.451566
-700,3024,1733515344.4925654
-685,3034,1733515344.6265666
-671,3044,1733515344.6705663
-657,3054,1733515344.7595654
-642,3064,1733515344.8025656
-628,3074,1733515344.846568
-613,3084,1733515344.8900855
-597,3094,1733515344.9365993
-582,3104,1733515344.9796002
-568,3114,1733515345.3405993
-554,3124,1733515345.3865998
-539,3134,1733515345.4286
-525,3134,1733515345.5146
-511,3144,1733515345.5585997
-497,3154,1733515345.6026008
-483,3164,1733515345.906119
-468,3174,1733515345.95212
-453,3184,1733515345.9941251
-437,3196,1733515346.0371196
-421,3206,1733515346.0801206
-406,3216,1733515346.3531194
-391,3226,1733515346.3971195
-375,3237,1733515346.4391184
-360,3247,1733515346.4851196
-346,3257,1733515346.5291195
-330,3267,1733515346.618119
-316,3278,1733515346.661119
-302,3288,1733515347.1381185
-286,3298,1733515347.3621192
-271,3308,1733515347.4061196
-257,3318,1733515347.4521198
-243,3328,1733515347.936119
-229,3339,1733515348.902121
-215,3349,1733515348.944122
-205,3363,1733515348.9881227
-191,3373,1733515349.1621208
-175,3384,1733515349.2061226
-156,3398,1733515349.2531204
-140,3413,1733515349.3021216
-122,3427,1733515349.3441193
-103,3441,1733515349.3871183
-85,3454,1733515349.4281232
-69,3464,1733515349.4711187
-55,3474,1733515349.5161207
-41,3484,1733515349.6881225
-27,3494,1733515349.73612
-10,3505,1733515349.7791193
9,3515,1733515349.8211193
27,3525,1733515349.867016
45,3536,1733515349.9107678
59,3546,1733515349.95381
73,3556,1733515349.995825
88,3566,1733515350.3548262
105,3576,1733515350.3988252
119,3586,1733515350.4418259
133,3596,1733515350.751825
147,3606,1733515350.7938254
161,3616,1733515350.8784456
147,3604,1733515351.8019762
133,3588,1733515351.8869767
123,3570,1733515351.9289756
113,3556,1733515351.9729772
103,3541,1733515352.0189762
93,3527,1733515352.0609806
83,3513,1733515352.103977
71,3497,1733515352.147979
57,3476,1733515352.1909766
42,3458,1733515352.2359767
30,3443,1733515352.2839787
20,3425,1733515352.3279757
7,3409,1733515352.416977
-7,3394,1733515352.4599774
-21,3378,1733515352.5029776
-33,3359,1733515352.5459778
-43,3342,1733515352.5899782
-53,3328,1733515352.6359801
-66,3314,1733515352.767978
-82,3302,1733515352.81129
-97,3289,1733515352.8551273
-110,3275,1733515352.901127
-128,3264,1733515352.944128
-144,3254,1733515352.9881272
-159,3244,1733515353.0291271
-173,3234,1733515353.0731275
-187,3224,1733515353.119127
-203,3214,1733515353.161127
-221,3202,1733515353.2051268
-235,3189,1733515353.2521267
-256,3172,1733515353.302126
-277,3154,1733515353.344127
-300,3137,1733515353.3871276
-319,3121,1733515353.4291275
-337,3105,1733515353.473128
-352,3092,1733515353.5191274
-367,3072,1733515353.5611274
-385,3048,1733515353.605127
-404,3022,1733515353.6521273
-423,2995,1733515353.6951272
-441,2970,1733515353.7381268
-458,2945,1733515353.7841268
