x,y,t
14530,-2190,1730091287.8200061
14610,-2203,1730091287.862006
14689,-2217,1730091287.9047554
14766,-2229,1730091287.9448051
14841,-2243,1730091287.9878044
14915,-2259,1730091288.0288055
14988,-2277,1730091288.0716438
15057,-2298,1730091288.111678
15126,-2321,1730091288.1536784
15188,-2346,1730091288.1946778
15246,-2371,1730091288.2366784
15307,-2396,1730091288.2776933
15369,-2422,1730091288.3206937
15431,-2448,1730091288.3626933
15494,-2478,1730091288.4036937
15552,-2507,1730091288.445693
15609,-2538,1730091288.4866934
15663,-2570,1730091288.5296926
15715,-2604,1730091288.570693
15766,-2640,1730091288.6136932
15816,-2677,1730091288.6556926
15867,-2712,1730091288.7006936
15920,-2744,1730091288.7426937
15973,-2780,1730091288.785694
16028,-2817,1730091288.8286932
16081,-2855,1730091288.8696938
16135,-2897,1730091288.9106934
16187,-2937,1730091288.9526935
16239,-2979,1730091288.993693
16290,-3021,1730091289.0356948
16339,-3063,1730091289.0766935
16392,-3106,1730091289.1196938
16446,-3148,1730091289.1606932
16503,-3188,1730091289.2026935
16561,-3233,1730091289.2436924
16619,-3276,1730091289.2866936
16677,-3320,1730091289.3296938
16734,-3366,1730091289.3696942
16792,-3412,1730091289.4106932
16850,-3460,1730091289.4526935
16910,-3508,1730091289.4926944
16970,-3556,1730091289.5356941
17036,-3605,1730091289.577694
17102,-3651,1730091289.6216943
17171,-3698,1730091289.6636937
17241,-3744,1730091289.7056932
17314,-3787,1730091289.7466943
17386,-3831,1730091289.7886934
17458,-3873,1730091289.8306959
17532,-3918,1730091289.8721893
17609,-3961,1730091289.9160721
17686,-4000,1730091289.9580731
17767,-4037,1730091290.0030727
17850,-4071,1730091290.0440729
17935,-4104,1730091290.0870728
18022,-4138,1730091290.128073
18109,-4170,1730091290.1690729
18198,-4203,1730091290.2110724
18286,-4237,1730091290.252074
18379,-4270,1730091290.2936351
18472,-4301,1730091290.335677
18567,-4331,1730091290.3786771
18662,-4359,1730091290.419677
18757,-4385,1730091290.4616768
18852,-4410,1730091290.503677
18947,-4435,1730091290.5466769
19042,-4459,1730091290.5876787
19137,-4483,1730091290.634677
19232,-4506,1730091290.6756768
19327,-4527,1730091290.7186768
19422,-4545,1730091290.759677
19517,-4561,1730091290.801678
19612,-4575,1730091290.842678
19707,-4588,1730091290.8866768
19802,-4602,1730091290.9280136
19897,-4614,1730091290.9713295
19992,-4625,1730091291.013338
20087,-4637,1730091291.0543377
20182,-4647,1730091291.0983384
20277,-4657,1730091291.139339
20372,-4667,1730091291.1843383
20467,-4657,1730091291.2263384
20562,-4647,1730091291.2693386
20657,-4637,1730091291.3113396
20752,-4627,1730091291.354339
20847,-4617,1730091291.3953385
20942,-4607,1730091291.4363382
21037,-4597,1730091291.478352
21132,-4587,1730091291.5203526
21227,-4572,1730091291.5633526
21322,-4554,1730091291.605352
21417,-4533,1730091291.6513534
21512,-4510,1730091291.6913524
21607,-4485,1730091291.7343524
21702,-4459,1730091291.7763507
21797,-4429,1730091291.819353
21892,-4396,1730091291.8613508
21987,-4362,1730091291.9045036
22082,-4322,1730091291.9455135
22177,-4281,1730091291.9875124
22272,-4239,1730091292.0285125
22367,-4197,1730091292.0705137
22462,-4154,1730091292.1115124
22557,-4114,1730091292.1535127
22652,-4071,1730091292.195512
22747,-4027,1730091292.2365124
22842,-3982,1730091292.2795262
22937,-3932,1730091292.3205266
23032,-3881,1730091292.3625267
23127,-3825,1730091292.4035275
23222,-3768,1730091292.446527
23317,-3708,1730091292.4885254
23412,-3650,1730091292.5295267
23507,-3588,1730091292.572305
23602,-3525,1730091292.6158166
23697,-3460,1730091292.6588163
23792,-3392,1730091292.7018166
23887,-3325,1730091292.7428172
23982,-3258,1730091292.7858183
24077,-3188,1730091292.8268166
24172,-3118,1730091292.8698153
24267,-3046,1730091292.9118347
24362,-2973,1730091292.9558325
24457,-2900,1730091292.999832
24552,-2826,1730091293.0418332
24647,-2748,1730091293.0848343
24742,-2664,1730091293.1267455
24837,-2580,1730091293.1695504
24932,-2495,1730091293.2105618
25027,-2408,1730091293.2535603
25122,-2322,1730091293.2965631
25214,-2233,1730091293.3385618
25305,-2142,1730091293.378562
25393,-2052,1730091293.4215608
25479,-1960,1730091293.462562
25563,-1866,1730091293.5035613
25644,-1772,1730091293.545562
25725,-1678,1730091293.5865612
25804,-1583,1730091293.6335597
25881,-1488,1730091293.6765604
25954,-1393,1730091293.7185612
26025,-1298,1730091293.7615626
26095,-1203,1730091293.802561
26162,-1108,1730091293.8455622
26227,-1013,1730091293.8865623
26291,-918,1730091293.928561
26351,-823,1730091293.9705937
26409,-728,1730091294.0116339
26467,-633,1730091294.0536332
26525,-538,1730091294.0956326
26579,-443,1730091294.1376343
26630,-348,1730091294.178634
26678,-253,1730091294.220633
26724,-158,1730091294.2616339
26768,-63,1730091294.3036335
26810,32,1730091294.3456333
26849,127,1730091294.3876328
26886,222,1730091294.4296334
26923,317,1730091294.4706337
26958,412,1730091294.511633
26989,507,1730091294.5536337
27013,602,1730091294.5956326
27036,697,1730091294.638633
27057,792,1730091294.6816335
27076,887,1730091294.7226353
27094,982,1730091294.7656329
27108,1077,1730091294.8076332
27122,1172,1730091294.8506358
27134,1267,1730091294.8916328
27145,1362,1730091294.9356332
27155,1457,1730091294.9756339
27165,1552,1730091295.0186331
27175,1647,1730091295.0596328
27185,1742,1730091295.1016343
27185,1837,1730091295.1426342
27185,1932,1730091295.185633
27185,2027,1730091295.226633
27175,2122,1730091295.2696342
27165,2217,1730091295.3111565
27155,2309,1730091295.3531551
27145,2402,1730091295.3941574
27134,2493,1730091295.437425
27120,2584,1730091295.4804342
27105,2671,1730091295.5214481
27089,2758,1730091295.5654485
27068,2845,1730091295.606448
27048,2929,1730091295.6514485
27023,3010,1730091295.6938674
26995,3089,1730091295.735878
26974,3166,1730091295.7778783
26952,3243,1730091295.8198779
26924,3318,1730091295.860878
26894,3390,1730091295.9038785
26858,3462,1730091295.9448779
26823,3532,1730091295.9878776
26785,3599,1730091296.0288777
26743,3664,1730091296.0698795
26701,3726,1730091296.1108935
26659,3788,1730091296.1538937
26617,3846,1730091296.1948931
26574,3906,1730091296.2375984
26528,3962,1730091296.2786071
26479,4015,1730091296.3216076
26431,4067,1730091296.3636084
26382,4118,1730091296.4056077
26331,4164,1730091296.4466088
26280,4210,1730091296.4886072
26229,4249,1730091296.5296092
26176,4286,1730091296.572608
26123,4323,1730091296.6176083
26070,4360,1730091296.6596084
26019,4395,1730091296.702608
25965,4427,1730091296.7446082
25909,4457,1730091296.7856083
25855,4485,1730091296.8276086
25801,4512,1730091296.8696077
25748,4535,1730091296.9116077
25694,4556,1730091296.953608
25638,4577,1730091296.9986079
25584,4596,1730091297.0406084
25532,4614,1730091297.0846076
25474,4629,1730091297.125607
25416,4643,1730091297.167608
25359,4655,1730091297.2096088
25303,4666,1730091297.253608
25249,4676,1730091297.2956092
25196,4686,1730091297.337607
25143,4696,1730091297.3786068
25090,4706,1730091297.420608
25037,4716,1730091297.461607
24979,4716,1730091297.5051787
24921,4716,1730091297.545708
24863,4716,1730091297.5887082
24806,4706,1730091297.6347075
24750,4696,1730091297.676708
24694,4686,1730091297.7187083
24636,4676,1730091297.7597075
24580,4662,1730091297.802709
24521,4647,1730091297.8447077
24616,4742,1730091297.927708
24560,4724,1730091297.9707077
24505,4705,1730091298.012708
24452,4683,1730091298.0537078
24399,4660,1730091298.0947082
24346,4635,1730091298.136708
24292,4605,1730091298.1777081
24236,4575,1730091298.219708
24180,4542,1730091298.2617083
24275,4637,1730091298.304001
24220,4602,1730091298.3460088
24168,4567,1730091298.3880079
24119,4532,1730091298.4290085
24070,4496,1730091298.4717417
24021,4459,1730091298.5120146
23972,4415,1730091298.5540147
23924,4370,1730091298.5950146
23873,4324,1730091298.639015
23820,4277,1730091298.6800156
23773,4231,1730091298.7220147
23725,4184,1730091298.7630153
23679,4136,1730091298.8050148
23633,4087,1730091298.8460147
23589,4040,1730091298.8870149
23546,3994,1730091298.9290164
23504,3944,1730091298.971606
23463,3891,1730091299.0166147
23421,3837,1730091299.0586152
23374,3787,1730091299.1026146
23332,3732,1730091299.144134
23295,3676,1730091299.1871345
23258,3622,1730091299.2281349
23221,3569,1730091299.2701347
23188,3515,1730091299.3131356
23156,3459,1730091299.3541348
23124,3405,1730091299.3951373
23092,3348,1730091299.4371347
23060,3290,1730091299.4791338
23021,3230,1730091299.5211346
22989,3170,1730091299.5621333
22956,3108,1730091299.6041358
22923,3047,1730091299.645136
22893,2985,1730091299.6871336
22864,2925,1730091299.7281344
22833,2866,1730091299.7710404
22805,2806,1730091299.8110888
22776,2747,1730091299.854089
22746,2685,1730091299.8950891
22717,2623,1730091299.9370897
22689,2560,1730091299.9790893
22664,2495,1730091300.0210893
22640,2432,1730091300.0630894
22615,2368,1730091300.1043394
22590,2305,1730091300.1463478
22566,2243,1730091300.188348
22541,2180,1730091300.2313476
22517,2117,1730091300.2733486
22492,2053,1730091300.3153477
22464,1990,1730091300.3573475
22439,1927,1730091300.3983622
22417,1863,1730091300.4403625
22397,1797,1730091300.4843612
22377,1733,1730091300.5253618
22356,1670,1730091300.5709136
22336,1608,1730091300.613924
22314,1544,1730091300.6549222
22293,1478,1730091300.6979225
22278,1413,1730091300.7389219
22260,1348,1730091300.7819219
22242,1279,1730091300.822922
22231,1212,1730091300.8679225
22215,1145,1730091300.9109232
22201,1078,1730091300.952922
22186,1013,1730091300.9949224
22172,947,1730091301.0369236
22158,881,1730091301.0789225
22147,817,1730091301.1199229
22132,750,1730091301.161922
22122,687,1730091301.2859387
22112,626,1730091301.3279383
22102,561,1730091301.369938
22092,496,1730091301.4129384
22082,431,1730091301.454938
22072,369,1730091301.4959378
22062,306,1730091301.5389397
22052,242,1730091301.5799372
22042,181,1730091301.6229382
22032,121,1730091301.6679387
22022,59,1730091301.7089372
22012,-3,1730091301.7529385
22002,-64,1730091301.7949378
21992,-122,1730091301.836938
21982,-181,1730091301.8809383
21972,-239,1730091301.922938
21962,-297,1730091301.9649386
21952,-355,1730091302.007938
21942,-415,1730091302.0519378
21932,-473,1730091302.091937
21922,-530,1730091302.1349387
21912,-587,1730091302.255937
21912,-642,1730091302.2969375
21902,-695,1730091302.3389375
21892,-748,1730091302.3799381
21892,-800,1730091302.4219377
21892,-853,1730091302.4649377
21892,-904,1730091302.5059383
21902,-955,1730091302.5489378
21902,-1008,1730091302.6319392
21902,-1061,1730091302.673937
21912,-1113,1730091302.7179377
21912,-1164,1730091302.7579381
21912,-1211,1730091302.8039374
21912,-1259,1730091302.8459382
21922,-1308,1730091302.8879378
21932,-1357,1730091302.929939
21942,-1406,1730091302.9729388
21952,-1452,1730091303.0179381
21962,-1500,1730091303.0589378
21972,-1549,1730091303.1038103
21982,-1596,1730091303.1448228
21972,-1642,1730091303.1868222
21962,-1686,1730091303.228824
21952,-1730,1730091303.2712135
21942,-1776,1730091303.3132236
21932,-1822,1730091303.355223
21922,-1866,1730091303.3982236
21912,-1914,1730091303.4402232
21902,-1959,1730091303.4852238
21912,-2009,1730091303.5272236
21902,-2053,1730091303.5699456
21892,-2097,1730091303.6139903
21882,-2139,1730091303.655989
21872,-2180,1730091303.6969886
21862,-2221,1730091303.739989
21852,-2264,1730091303.7849894
21842,-2309,1730091303.8259895
21832,-2350,1730091303.870447
21822,-2397,1730091303.911455
21812,-2441,1730091303.9534552
21802,-2484,1730091303.9964554
21792,-2528,1730091304.0384552
21782,-2572,1730091304.084455
21769,-2616,1730091304.1274548
21758,-2664,1730091304.1694546
21744,-2712,1730091304.2524552
21732,-2763,1730091304.2944548
21716,-2812,1730091304.377455
21671,-2717,1730091304.4194548
21654,-2766,1730091304.4604552
21637,-2816,1730091304.5042384
21620,-2868,1730091304.5482476
21602,-2918,1730091304.589247
21590,-2973,1730091304.6366189
21569,-3023,1730091304.718629
21549,-3074,1730091304.7616286
21528,-3125,1730091304.8036294
21505,-3176,1730091304.8467011
21482,-3228,1730091304.887711
21459,-3281,1730091304.9307106
21436,-3335,1730091304.97171
21413,-3392,1730091305.01171
21392,-3452,1730091305.09471
21369,-3511,1730091305.1372726
21345,-3571,1730091305.1792846
21322,-3631,1730091305.2212842
21294,-3689,1730091305.263284
21267,-3749,1730091305.3042836
21240,-3814,1730091305.347284
21212,-3879,1730091305.3882844
21183,-3945,1730091305.4312837
21155,-4010,1730091305.4722836
21129,-4077,1730091305.515284
21101,-4144,1730091305.5562837
21073,-4212,1730091305.6012836
21043,-4282,1730091305.645284
21008,-4354,1730091305.6872845
20974,-4427,1730091305.7302837
20941,-4503,1730091305.773284
20909,-4579,1730091305.815284
20881,-4658,1730091305.856284
20849,-4735,1730091305.8992896
20816,-4812,1730091305.940284
20786,-4888,1730091305.9852836
20757,-4965,1730091306.027284
20726,-5044,1730091306.0702555
20695,-5125,1730091306.112293
20665,-5207,1730091306.1542933
20633,-5288,1730091306.196294
20603,-5372,1730091306.2382934
20575,-5455,1730091306.2802937
20548,-5537,1730091306.3232932
20521,-5621,1730091306.3696384
20496,-5703,1730091306.4106479
20468,-5787,1730091306.4536479
20438,-5874,1730091306.4946473
20409,-5959,1730091306.537649
20381,-6045,1730091306.579648
20354,-6131,1730091306.6236472
20331,-6221,1730091306.6676488
20307,-6307,1730091306.7096474
20286,-6392,1730091306.7526476
20263,-6478,1730091306.795648
20239,-6563,1730091306.8373506
20214,-6649,1730091306.8802445
20193,-6735,1730091306.9222443
20172,-6822,1730091306.9632442
20151,-6908,1730091307.0062447
20130,-6992,1730091307.0492444
20113,-7076,1730091307.0921707
20099,-7158,1730091307.137178
20083,-7240,1730091307.1791856
20067,-7320,1730091307.2221894
20051,-7401,1730091307.26219
20033,-7480,1730091307.3041866
20017,-7559,1730091307.3861876
20001,-7640,1730091307.4301875
19991,-7719,1730091307.4711866
19981,-7795,1730091307.515187
19971,-7869,1730091307.5571868
19960,-7943,1730091307.5992005
19950,-8018,1730091307.6422014
19940,-8093,1730091307.6872005
19930,-8168,1730091307.7282012
19920,-8247,1730091307.7702014
19910,-8324,1730091307.811201
19910,-8399,1730091307.8532014
19910,-8472,1730091307.8942025
19920,-8542,1730091307.9372008
19930,-8612,1730091307.979201
19940,-8682,1730091308.0202012
19950,-8752,1730091308.0612009
19960,-8824,1730091308.1042528
19970,-8897,1730091308.143765
19980,-8970,1730091308.1867661
19990,-9042,1730091308.227767
20000,-9109,1730091308.2697666
20010,-9174,1730091308.311765
20023,-9239,1730091308.353765
20035,-9301,1730091308.3957658
20049,-9364,1730091308.4367669
20064,-9426,1730091308.4777656
20076,-9486,1730091308.5587654
20093,-9546,1730091308.6037655
20112,-9600,1730091308.686765
20133,-9649,1730091308.7697654
20157,-9702,1730091308.810766
20178,-9752,1730091308.8537655
20201,-9800,1730091308.8957655
20233,-9839,1730091309.1397796
20268,-9881,1730091309.1817844
20302,-9921,1730091309.2256284
20338,-9962,1730091309.2696629
20377,-9996,1730091309.431663
20422,-10026,1730091309.4746633
20466,-10056,1730091309.518663
20514,-10087,1730091309.560663
20559,-10112,1730091309.6026623
20601,-10139,1730091309.646663
20646,-10167,1730091309.6886628
20693,-10192,1730091309.770663
20743,-10212,1730091309.8526628
20797,-10228,1730091309.9361174
20853,-10243,1730091309.9781249
20906,-10255,1730091310.0196462
20957,-10266,1730091310.0626473
21008,-10276,1730091310.1036472
21064,-10287,1730091310.1436455
21123,-10297,1730091310.225454
21183,-10307,1730091310.269336
21246,-10307,1730091310.3113458
21311,-10307,1730091310.352362
21374,-10297,1730091310.3943624
21437,-10287,1730091310.4363618
21503,-10277,1730091310.478363
21570,-10267,1730091310.6033611
21638,-10257,1730091310.6433632
21708,-10247,1730091310.686362
21778,-10236,1730091310.7273617
21848,-10222,1730091310.7693615
21918,-10208,1730091310.8113618
21988,-10192,1730091310.852362
22058,-10176,1730091310.894362
22129,-10161,1730091311.021363
22205,-10139,1730091311.1043613
22279,-10112,1730091311.145362
22356,-10085,1730091311.1883626
22433,-10056,1730091311.2303603
22510,-10029,1730091311.2713618
22587,-9999,1730091311.3123617
22668,-9969,1730091311.4368808
22747,-9937,1730091311.478318
22828,-9902,1730091311.5193183
22911,-9865,1730091311.5613182
22992,-9826,1730091311.6053178
23073,-9787,1730091311.6493187
23158,-9748,1730091311.730318
23242,-9709,1730091311.7723184
23325,-9669,1730091311.8133178
23409,-9629,1730091311.8563182
23490,-9583,1730091311.9013348
23574,-9537,1730091311.9433334
23660,-9488,1730091311.9863338
23745,-9439,1730091312.0283353
23831,-9384,1730091312.0705829
23915,-9327,1730091312.1133523
23998,-9275,1730091312.1951773
24078,-9218,1730091312.2781968
24159,-9163,1730091312.3201969
24245,-9105,1730091312.3611972
24331,-9045,1730091312.403196
24417,-8984,1730091312.4441955
24501,-8922,1730091312.48621
24582,-8855,1730091312.5282106
24664,-8790,1730091312.5705357
24743,-8726,1730091312.6955445
24822,-8662,1730091312.7795444
24905,-8594,1730091312.8205445
24986,-8526,1730091312.8625443
25067,-8456,1730091312.9035444
25147,-8385,1730091312.946122
25225,-8312,1730091313.1081583
25308,-8244,1730091313.2291572
25386,-8170,1730091313.2721572
25466,-8096,1730091313.3131578
25545,-8022,1730091313.3561575
25624,-7947,1730091313.397158
25701,-7872,1730091313.4391572
25778,-7795,1730091313.4821575
25855,-7721,1730091313.523158
25817,-7626,1730091313.5681584
25896,-7552,1730091313.6111574
25970,-7475,1730091313.6531572
26048,-7401,1730091313.6961572
26126,-7326,1730091313.7391572
26204,-7250,1730091313.780157
26281,-7173,1730091313.8221574
26356,-7097,1730091313.863157
26431,-7023,1730091313.9061573
26508,-6950,1730091313.947158
26581,-6877,1730091313.989158
26655,-6803,1730091314.0301573
26729,-6730,1730091314.0721571
26806,-6656,1730091314.1131573
26883,-6585,1730091314.1561573
26959,-6514,1730091314.1991575
27036,-6444,1730091314.2411573
27113,-6374,1730091314.2861574
27190,-6303,1730091314.3281572
27265,-6233,1730091314.3700676
27339,-6166,1730091314.4130778
27414,-6101,1730091314.4960773
27492,-6039,1730091314.539078
27576,-5980,1730091314.5800784
27660,-5922,1730091314.6245685
27741,-5866,1730091314.6685774
27824,-5810,1730091314.7105775
27904,-5754,1730091314.7535772
27987,-5697,1730091314.795577
28069,-5644,1730091314.8375778
28148,-5595,1730091314.8795774
28232,-5547,1730091314.9205773
28315,-5499,1730091314.9625769
28398,-5455,1730091315.0035772
28480,-5412,1730091315.0464206
28562,-5368,1730091315.088428
28646,-5323,1730091315.1319475
28727,-5281,1730091315.1729472
28804,-5247,1730091315.2169466
28883,-5208,1730091315.258947
28964,-5169,1730091315.3025985
29045,-5134,1730091315.3446069
29126,-5100,1730091315.3866076
29208,-5068,1730091315.4296076
29293,-5037,1730091315.4706085
29378,-5005,1730091315.5136077
29462,-4975,1730091315.5536077
29546,-4945,1730091315.5946076
29628,-4919,1730091315.6366074
29713,-4891,1730091315.677608
29796,-4864,1730091315.7206073
29877,-4840,1730091315.7616074
29961,-4818,1730091315.804608
30047,-4800,1730091315.8461819
30135,-4786,1730091315.8891897
30223,-4770,1730091315.9297092
30311,-4751,1730091315.972708
30397,-4735,1730091316.0157099
30485,-4719,1730091316.058709
30571,-4703,1730091316.1017091
30656,-4692,1730091316.143711
30740,-4681,1730091316.1867094
30827,-4671,1730091316.2287076
30914,-4661,1730091316.2697098
31002,-4651,1730091316.312866
31088,-4641,1730091316.3548746
31175,-4631,1730091316.3958907
31259,-4621,1730091316.4388902
31343,-4611,1730091316.4808917
31434,-4601,1730091316.5228896
31525,-4601,1730091316.5638914
31616,-4601,1730091316.6068895
31708,-4611,1730091316.6528902
31801,-4621,1730091316.6948898
31891,-4631,1730091316.737892
31979,-4641,1730091316.778891
32067,-4651,1730091316.8208902
32155,-4661,1730091316.8628895
32246,-4671,1730091316.9048905
32340,-4682,1730091316.9468906
32433,-4694,1730091316.9888911
32525,-4708,1730091317.0298913
32617,-4722,1730091317.0718904
32706,-4740,1730091317.112891
32794,-4760,1730091317.1548922
32883,-4780,1730091317.1968894
32974,-4799,1730091317.2378907
33068,-4817,1730091317.2788908
33163,-4839,1730091317.3208911
33257,-4860,1730091317.3628895
33352,-4883,1730091317.4048903
33447,-4908,1730091317.4458897
33541,-4936,1730091317.487891
33634,-4964,1730091317.5298893
33728,-4992,1730091317.5708904
33823,-5024,1730091317.612891
33916,-5056,1730091317.654892
34011,-5086,1730091317.697891
34106,-5115,1730091317.7388906
34201,-5145,1730091317.7808905
34296,-5177,1730091317.8228905
34391,-5210,1730091317.8678918
34486,-5245,1730091317.9088917
34581,-5285,1730091317.9528894
34676,-5324,1730091317.9958894
34771,-5363,1730091318.0378897
34866,-5398,1730091318.080892
