x,y,t
-3404,-557,1729273360.7589548
-3499,-525,1729273360.7909522
-3594,-496,1729273360.8189526
-3689,-470,1729273360.8509526
-3784,-447,1729273360.8739526
-3870,-425,1729273360.901953
-3944,-402,1729273360.9209523
-3998,-381,1729273360.9489524
-4040,-360,1729273360.9679532
-4073,-339,1729273360.992952
-4093,-323,1729273361.0159523
-4103,-310,1729273361.0329525
-4113,-297,1729273361.0569549
-4103,-284,1729273361.0799527
-4093,-270,1729273361.0969534
-4083,-256,1729273361.1229525
-4073,-242,1729273361.1379535
-4063,-228,1729273361.1659558
-4053,-213,1729273361.1819522
-4043,-198,1729273361.2085044
-4033,-182,1729273361.2238743
-4023,-167,1729273361.2488747
-4013,-151,1729273361.2688744
-4023,-135,1729273361.2868757
-4033,-119,1729273361.3108766
-4043,-102,1729273361.3368745
-4055,-84,1729273361.3538752
-4080,-54,1729273361.380875
-4112,-20,1729273361.397874
-4151,19,1729273361.4168744
-4197,63,1729273361.4408753
-4248,112,1729273361.4678745
-4305,168,1729273361.4838743
-4364,230,1729273361.5138745
-4426,299,1729273361.5478742
-4494,376,1729273361.5768754
-4568,460,1729273361.6038742
-4642,549,1729273361.6318777
-4714,642,1729273361.6568744
-4781,734,1729273361.6828742
-4843,824,1729273361.7138772
-4898,914,1729273361.738562
-4953,1007,1729273361.7665622
-5011,1102,1729273361.7945616
-5074,1197,1729273361.8221202
-5147,1292,1729273361.8431296
-5226,1387,1729273361.868129
-5308,1482,1729273361.9011292
-5393,1577,1729273361.9271293
-5480,1672,1729273361.9551291
-5568,1767,1729273361.9801311
-5656,1862,1729273362.0051305
-5742,1957,1729273362.0271297
-5828,2052,1729273362.0461307
-5912,2147,1729273362.06913
-5995,2242,1729273362.0891294
-6075,2337,1729273362.1121294
-6153,2432,1729273362.1251297
-6229,2527,1729273362.152163
-6304,2622,1729273362.173164
-6374,2717,1729273362.2021632
-6441,2812,1729273362.2291634
-6501,2907,1729273362.2712164
-6538,3002,1729273362.296214
-6563,3097,1729273362.3222134
-6578,3191,1729273362.3412137
-6578,3266,1729273362.3642142
-6568,3335,1729273362.3842134
-6557,3393,1729273362.4032135
-6536,3437,1729273362.4322138
-6511,3462,1729273362.4502149
-6481,3479,1729273362.472214
-6449,3490,1729273362.4992135
-6420,3500,1729273362.5192144
-6393,3510,1729273362.5362139
-6370,3510,1729273362.5622134
-6352,3500,1729273362.5852163
-6342,3490,1729273362.6012142
-6332,3477,1729273362.6272142
-6322,3459,1729273362.6492143
-6312,3437,1729273362.6672144
-6322,3413,1729273362.6912143
-6332,3390,1729273362.7152145
-6342,3369,1729273362.7332165
-6352,3346,1729273362.7550292
-6362,3318,1729273362.7750306
-6373,3283,1729273362.7940285
-6383,3241,1729273362.8190281
-6393,3192,1729273362.8350284
-6403,3136,1729273362.8580296
-6393,3076,1729273362.8790283
-6383,3011,1729273362.9080284
-6369,2944,1729273362.9300292
-6351,2875,1729273362.9550292
-6327,2803,1729273362.9740298
-6301,2724,1729273362.99403
-6276,2640,1729273363.0140295
-6251,2552,1729273363.0380282
-6228,2458,1729273363.0580301
-6212,2363,1729273363.0800285
-6199,2268,1729273363.10203
-6189,2173,1729273363.124029
-6179,2078,1729273363.15003
-6189,1983,1729273363.1720293
-6199,1888,1729273363.1910298
-6215,1793,1729273363.2120283
-6235,1698,1729273363.2360282
-6260,1603,1729273363.2557464
-6291,1508,1729273363.2777467
-6328,1413,1729273363.3007467
-6369,1318,1729273363.3237462
-6413,1223,1729273363.3437474
-6458,1128,1729273363.3647485
-6498,1033,1729273363.3877494
-6530,938,1729273363.4067473
-6555,843,1729273363.4267485
-6571,748,1729273363.4547465
-6581,653,1729273363.4787457
-6571,558,1729273363.499746
-6561,463,1729273363.5197473
-6543,368,1729273363.5407467
-6520,273,1729273363.557803
-6494,178,1729273363.5821893
-6461,83,1729273363.60619
-6419,-12,1729273363.6221893
-6368,-107,1729273363.6461892
-6313,-202,1729273363.664191
-6244,-297,1729273363.6881926
-6172,-392,1729273363.7101927
-6095,-487,1729273363.7301893
-6012,-581,1729273363.7531893
-5924,-672,1729273363.772337
-5831,-759,1729273363.7933362
-5736,-843,1729273363.816336
-5641,-925,1729273363.836335
-5546,-1007,1729273363.8603354
-5451,-1089,1729273363.880337
-5356,-1170,1729273363.9013352
-5261,-1250,1729273363.9353354
-5166,-1324,1729273364.0345702
-5071,-1374,1729273364.4524593
-4976,-1392,1729273365.07994
-5034,-1369,1729273365.10747
-5094,-1344,1729273365.1314688
-5155,-1319,1729273365.1514692
-5215,-1291,1729273365.1754725
-5273,-1262,1729273365.1914685
-5329,-1230,1729273365.2149894
-5384,-1198,1729273365.2469897
-5437,-1165,1729273365.273989
-5489,-1130,1729273365.2956274
-5542,-1093,1729273365.320626
-5595,-1053,1729273365.3396275
-5646,-1009,1729273365.363625
-5697,-961,1729273365.3906255
-5749,-905,1729273365.4076269
-5800,-845,1729273365.4316294
-5851,-780,1729273365.4556262
-5904,-710,1729273365.4806252
-5960,-633,1729273365.502625
-6018,-550,1729273365.5316253
-6083,-460,1729273365.5586247
-6154,-367,1729273365.581849
-6231,-272,1729273365.6168497
-6317,-179,1729273365.6518495
-6412,-88,1729273365.6768494
-6507,0,1729273365.7048492
-6602,86,1729273365.7348492
-6697,170,1729273365.75485
-6792,253,1729273365.7808511
-6887,334,1729273365.8061004
-6982,415,1729273365.8321018
-7073,499,1729273365.8551009
-7154,584,1729273365.8931012
-7221,670,1729273365.9181006
-7264,756,1729273365.9471006
-7278,837,1729273365.975101
-7268,916,1729273365.9971008
-7243,992,1729273366.0201013
-7185,1064,1729273366.0431015
-7118,1135,1729273366.0651004
-7034,1206,1729273366.0931005
-6939,1278,1729273366.1151004
-6844,1352,1729273366.2191007
-6749,1445,1729273366.6999297
-6763,1540,1729273366.7169302
-6781,1635,1729273366.7399316
-6796,1730,1729273366.758934
-6809,1825,1729273366.7839296
-6823,1920,1729273366.8129315
-6837,2015,1729273366.8338978
-6854,2110,1729273366.8498974
-6879,2205,1729273366.8868973
-6909,2300,1729273366.9028978
-6950,2395,1729273366.9268978
-6994,2490,1729273366.9528975
-7046,2580,1729273366.9738972
-7107,2665,1729273366.9988976
-7174,2732,1729273367.0258975
-7242,2783,1729273367.0478976
-7313,2821,1729273367.0708973
-7386,2847,1729273367.095899
-7460,2863,1729273367.1108978
-7532,2873,1729273367.1419094
-7604,2883,1729273367.169898
-7670,2893,1729273367.195897
-7730,2883,1729273367.221898
-7786,2873,1729273367.242897
-7831,2858,1729273367.276898
-7865,2830,1729273367.3008976
-7899,2799,1729273367.323902
-7932,2762,1729273367.3449316
-7964,2719,1729273367.3729327
-7998,2668,1729273367.4069345
-8037,2605,1729273367.4289331
-8076,2533,1729273367.4559314
-8113,2449,1729273367.4829326
-8148,2355,1729273367.5079324
-8179,2260,1729273367.527933
-8204,2165,1729273367.5489314
-8225,2070,1729273367.5719314
-8244,1975,1729273367.5939317
-8260,1880,1729273367.6159315
-8273,1785,1729273367.6369317
-8284,1690,1729273367.6569319
-8294,1595,1729273367.6809316
-8304,1500,1729273367.7039313
-8294,1405,1729273367.7219317
-8276,1310,1729273367.7449312
-8246,1215,1729273367.771932
-8210,1120,1729273367.7919319
-8163,1025,1729273367.8089316
-8096,930,1729273367.830932
-8015,835,1729273367.8516574
-7920,740,1729273367.870656
-7825,645,1729273367.8916545
-7730,552,1729273367.9146233
-7635,464,1729273367.935625
-7540,378,1729273367.955624
-7445,295,1729273367.975626
-7350,218,1729273368.0036247
-7255,144,1729273368.0676234
-7160,91,1729273368.404272
